movieNm,director,company,distributor,openDt,nation,screen_cnt,audi_cnt,genre,rating,audi_score,exp_score,holiday,actor1,actor2,actor3,actor4,dir_score,actor1_score,actor2_score,actor3_score,actor4_score,dist_score,Action,Adventure,Comedy,Crime,Drama,Family,Fantasy,History,Horror,Mystery,Romance,SF,Thriller,War,12_rating,15_rating,20_rating,all_rating
지푸라기라도 잡고 싶은 짐승들,김용훈,(주)비에이엔터테인먼트,메가박스중앙플러스엠,2020-02-19,한국,996,626815,Thriller,20_rating,8.03,6.71,0,전도연,정우성,배성우,윤여정,626815,1854625,5496547,5440186,3417629,1049,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
특종: 량첸살인기,노덕,"(주)우주필름,(주)뱅가드스튜디오",롯데엔터테인먼트,2015-10-22,한국,776,616481,Thriller,15_rating,7.97,6.57,0,조정석,이미숙,이하나,김의성,1865195,9426051,616481,616481,5440945,1340,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
미쓰GO,박철관,영화사 도로시(주),넥스트엔터테인먼트월드(NEW),2012-06-21,한국,440,611685,Action,15_rating,5.14,5.06,0,고현정,유해진,성동일,이문식,611685,611685,13395400,8656397,1717566,1058,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
서부전선,천성일,(주)하리마오픽쳐스,롯데엔터테인먼트,2015-09-24,한국,509,609063,War,12_rating,7.17,5.83,1,설경구,여진구,이경영,정성화,609063,5496547,2391963,8646758,4057546,1340,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
미스터 주: 사라진 VIP,김태윤,리양필름(주),메가박스중앙플러스엠,2020-01-22,한국,692,601675,Comedy,12_rating,7.61,4.5,1,이성민,김서형,배정남,신하균,2420729,9699092,1206917,601675,2945137,1049,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
우는 남자,이정범,다이스필름(주),씨제이이앤엠,2014-06-04,한국,508,599050,Action,20_rating,6.79,4.34,1,장동건,김민희,브라이언 티,김희원,599050,2142622,4277071,599050,2146764,1281,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
황제를 위하여,박상준,오퍼스픽쳐스(유),유나이티드픽처스,2014-06-11,한국,423,592041,Action,20_rating,6.24,4.67,0,이민기,박성웅,이태임,김종구,592041,3125069,9699092,592041,592041,423,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
패션왕,오기환,"주식회사 와이랩,(주)노마드필름",넥스트엔터테인먼트월드(NEW),2014-11-06,한국,523,591125,Comedy,15_rating,6.79,5.5,0,주원,최진리,안재현,박세영,591125,1118258,591125,591125,591125,1058,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
파파,한지승,상상필름(주),롯데엔터테인먼트,2012-02-01,한국,414,562156,Family,12_rating,8.12,5.5,0,박용우,고아라,손병호,마이클 맥밀런,562156,1864408,628576,562156,562156,1340,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
양자물리학,이성태,(주)엠씨엠씨,메리크리스마스,2019-09-25,한국,799,553879,Crime,15_rating,8.44,4.8,0,박해수,서예지,김상호,김응수,553879,553879,553879,2524086,553879,920,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
너는 펫,김병곤,컴어나더(주),롯데엔터테인먼트,2011-11-10,한국,341,540972,Romance,12_rating,6.24,4.55,0,김하늘,장근석,류태준,정유미,540972,2362906,540972,540972,11565078,1340,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
사이코메트리,권호영,"(주)엠픽처스,(주)파워이엔티,㈜게이트픽쳐스",씨제이이앤엠,2013-03-07,한국,429,531953,Mystery,20_rating,6.79,3.33,0,김강우,김범,박혁권,이준혁,531953,1314274,2424330,1305145,1069436,1281,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
침입자,손원평,(주)비에이엔터테인먼트,에이스메이커무비웍스,2020-06-04,한국,1365,531214,Mystery,15_rating,7.58,6,0,송지효,김무열,예수정,최상훈,531214,1593386,7466976,531214,531214,1196,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
버닝,이창동,"파인하우스필름(주),나우필름(주)",CGV아트하우스,2018-05-17,한국,739,528153,Mystery,20_rating,7.82,7.69,0,유아인,스티븐 연,전종서,김수경,528153,13395400,528153,528153,528153,729,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
챔프,이환경,"(주)씨엘엔터테인먼트,(주)대명문화공장,(주)예인문화,(주)화인웍스",쇼박스,2011-09-07,한국,288,528149,Drama,12_rating,8.42,5.34,1,차태현,유오성,박하선,김수정,12811206,14410754,2971475,5636259,528149,1500,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
7년의 밤,추창민,"(주)바른손,씨제이이앤엠(주)",씨제이이앤엠,2018-03-28,한국,872,528007,Thriller,15_rating,6.01,5.5,0,장동건,류승룡,송새벽,고경표,12319542,2142622,17613682,2595625,528007,1281,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
몬스터,황인호,상상필름(주),롯데엔터테인먼트,2014-03-13,한국,527,526282,Thriller,20_rating,6.26,5.13,0,이민기,김고은,김뢰하,안서현,3001530,3125069,1472006,526282,526282,1340,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
헬머니,신한솔,"(주)전망좋은 영화사,TCO(주)더콘텐츠온",넥스트엔터테인먼트월드(NEW),2015-03-05,한국,422,519983,Comedy,20_rating,7.52,4.13,0,김수미,정만식,김정태,이태란,519983,2595625,3450143,3893216,519983,1058,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
강철비2: 정상회담,양우석,(주)스튜디오게니우스우정,롯데엔터테인먼트,2020-07-29,한국,2138,515269,Drama,15_rating,8.07,6.64,0,정우성,곽도원,유연석,앵거스 맥페이든,11372451,5496547,11372451,6654837,515269,1340,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
가려진 시간,엄태화,(주)바른손이앤에이,쇼박스,2016-11-16,한국,884,510878,Drama,12_rating,8.25,6.68,0,강동원,신은수,이효제,김희원,510878,9699092,510878,510878,2146764,1500,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
남자사용설명서,이원석,(주)영화사소풍,쇼박스,2013-02-14,한국,372,507257,Comedy,15_rating,6.99,6.88,0,이시영,오정세,박영규,김정태,790158,2595625,2512572,1209689,3893216,1500,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
아부의 왕,정승구,(주)황금주전자,롯데엔터테인먼트,2012-06-21,한국,428,497880,Comedy,15_rating,5.64,4.4,0,송새벽,성동일,이병준,김성령,497880,2595625,8656397,1726202,5063620,1340,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
캐치미,이현종,"(주)소넷엔터테인먼트,화이브라더스",롯데엔터테인먼트,2013-12-18,한국,517,492773,Comedy,12_rating,6.65,3.33,1,김아중,주원,주진모,백도빈,492773,5316325,1118258,2971475,492773,1340,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
무서운 이야기 2,김성호,"(주)수필름,데이지엔터테인먼트",롯데엔터테인먼트,2013-06-05,한국,337,492465,Mystery,15_rating,6.62,4.5,0,성준,이수혁,백진희,김슬기,492465,1206917,1346754,492465,492465,1340,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
또 하나의 약속,김태윤,"(주)또하나의가족 제작위원회,(주)에이트볼픽쳐스",영화사올,2014-02-06,한국,192,489409,Drama,12_rating,9.25,6.46,0,박철민,윤유선,김규리,박희정,2420729,3280243,489409,714102,489409,192,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
침묵,정지우,(주)용필름,씨제이이앤엠,2017-11-02,한국,634,487897,Drama,15_rating,8.25,6.09,0,최민식,박신혜,류준열,이하늬,1346274,17613682,12811206,12099971,16264944,1281,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
해어화,박흥식,더램프(주),롯데엔터테인먼트,2016-04-13,한국,572,485083,History,15_rating,8.23,5.62,0,한효주,유연석,천우희,박성웅,485083,12319542,6654837,6878264,9699092,1340,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
계춘할망,창감독,"지오엔터테인먼트,(주)퍼플켓츠필름,(주)빅스토리픽쳐스",콘텐츠 난다긴다,2016-05-19,한국,526,480987,Family,15_rating,8.62,6.16,0,윤여정,김고은,김희원,신은정,2841788,3417629,1472006,2146764,480987,526,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
소녀괴담,오인천,"(주)고스트픽처스,(주)주피터필름",리틀빅픽쳐스,2014-07-02,한국,455,480528,Mystery,15_rating,5.85,2.75,0,강하늘,김소은,김정태,한태린,480528,5636259,480528,3893216,480528,559,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
조선미녀삼총사,박제현,(주)웰메이드필름,쇼박스,2014-01-29,한국,388,480361,Comedy,12_rating,5.65,4.67,1,하지원,강예원,가인,고창석,480361,2232179,3125069,480361,3423920,1500,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"로봇, 소리",이호재,"(주)영화사 좋은날,(주)디씨지플러스",롯데엔터테인먼트,2016-01-27,한국,609,476665,Drama,12_rating,8.25,6.58,1,이성민,이희준,이하늬,김원해,476665,9699092,4750104,16264944,5602543,1340,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
변산,이준익,변산문화산업전문(유),메가박스중앙플러스엠,2018-07-04,한국,763,474137,Drama,15_rating,8.33,6.5,0,박정민,김고은,장항선,정규수,6246849,3417629,1472006,474137,474137,1049,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
위험한 상견례 2,김진영,"(주)전망좋은 영화사,TCO(주)더콘텐츠온,(주)마음에드는영화사",롯데엔터테인먼트,2015-04-29,한국,429,472693,Romance,15_rating,7.78,4,0,진세연,홍종현,신정근,전수경,2595625,7049643,472693,3450143,472693,1340,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
카운트다운,허종호,(주)영화사봄,싸이더스,2011-09-29,한국,341,471547,Drama,20_rating,7.39,6.31,1,정재영,전도연,이경영,오만석,1124918,3849433,1854625,8646758,471547,299,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
리얼,이사랑,(주)코브픽쳐스,씨제이이앤엠,2017-06-28,한국,970,470105,Action,20_rating,4.43,2.67,0,김수현,이성민,성동일,최진리,470105,6953800,9699092,8656397,591125,1281,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
페이스메이커,김달중,"(주)드림캡쳐,(주)에이트볼픽쳐스 ,(주)필통픽쳐스",시너지하우스 (시너지),2012-01-18,한국,412,467697,Drama,12_rating,8.84,5.42,1,김명민,안성기,고아라,최태준,467697,4786259,3562123,628576,467697,470,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
마담 뺑덕,임필성,(주)영화사동물의왕국,씨제이이앤엠,2014-10-02,한국,536,465749,Romance,20_rating,6.54,5.88,1,정우성,이솜,박소영,김희원,465749,5496547,1441813,465749,2146764,1281,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
순수의 시대,안상훈,"(주)화인웍스,(주)키메이커",씨제이이앤엠,2015-03-05,한국,546,465492,History,20_rating,6.4,4.57,0,신하균,장혁,강한나,강하늘,2362906,2945137,3119023,465492,5636259,1281,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
동네사람들,임진순,(주)데이드림,리틀빅픽쳐스,2018-11-07,한국,731,459020,Action,15_rating,7.12,4,0,마동석,김새론,장광,이상엽,459020,12253247,459020,632299,459020,559,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
노브레싱,조용선,"(주)영화사유랑,(주)팝콘에프앤엠,(주)더샘컴퍼니",나이너스엔터테인먼트,2013-10-30,한국,584,451669,Drama,15_rating,7.58,4.5,0,서인국,이종석,유리,박철민,451669,451669,1676040,451669,3280243,281,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
원더풀 고스트,조원희,(주)데이드림엔터테인먼트,제이앤씨미디어그룹,2018-09-26,한국,351,450374,Comedy,12_rating,7.99,4.83,1,마동석,김영광,이유영,최귀화,450374,12253247,2820029,1046313,6851297,302,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
반드시 잡는다,김홍선,"(주)에이디사공육,씨네주 유한회사",넥스트엔터테인먼트월드(NEW),2017-11-29,한국,565,446379,Thriller,15_rating,8.11,6.5,0,백윤식,성동일,천호진,배종옥,2564340,9134586,8656397,2434099,865523,1058,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
감쪽같은 그녀,허인무,(주)지오필름,메가박스중앙플러스엠,2019-12-04,한국,761,436257,Drama,all_rating,8.83,5,0,나문희,김수안,고규필,임한빈,436257,8656397,11565078,2820029,436257,1049,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
원라인,양경모,"(주)미인픽쳐스,(주)곽픽쳐스",넥스트엔터테인먼트월드(NEW),2017-03-29,한국,613,433825,Crime,15_rating,8.67,5.71,0,임시완,진구,박병은,이동휘,433825,1069436,17613682,433825,16264944,1058,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"협녀, 칼의 기억",박흥식,(주)티피에스컴퍼니,롯데엔터테인먼트,2015-08-13,한국,572,431310,History,15_rating,6.01,6.12,0,이병헌,전도연,김고은,준호,485083,12319542,1854625,1472006,3044134,1340,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
창수,이덕희,"영화사 아람(주),(주)마이더스필름",마인스 엔터테인먼트,2013-11-28,한국,415,429141,Drama,20_rating,7.12,6,0,임창정,안내상,정성화,손은서,429141,1646142,429141,4057546,429141,223,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
오피스,홍원찬,(주)영화사꽃,리틀빅픽쳐스,2015-09-03,한국,425,428429,Thriller,15_rating,7.07,6.31,0,고아성,박성웅,배성우,김의성,428429,1613392,9699092,5440186,5440945,559,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
모비딕,박인제,"(주)쇼박스,(주)팔레트픽처스",쇼박스,2011-06-09,한국,377,428139,Thriller,15_rating,7.3,6.18,0,황정민,진구,김민희,김상호,1362634,14245998,17613682,4277071,2524086,1500,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
두 개의 달,김동빈,"(주)고스트픽처스,(주)주피터필름,롯데쇼핑㈜롯데엔터테인먼트",롯데엔터테인먼트,2012-07-12,한국,347,425972,Horror,15_rating,7,4.94,0,박한별,김지석,박진주,라미란,425972,425972,425972,425972,5593551,1340,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
나를 잊지 말아요,이윤정,(주)더블유 팩토리,씨제이이앤엠,2016-01-07,한국,559,425799,Romance,15_rating,6.72,4.36,0,정우성,김하늘,배성우,장영남,425799,5496547,2362906,5440186,7817446,1281,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
티끌모아 로맨스,김정환,"(주)아이에이치큐,㈜인디스토리",필라멘트픽쳐스,2011-11-10,한국,294,424002,Romance,15_rating,7.52,6.14,0,한예슬,송중기,신소율,이상엽,424002,424002,6654837,1823116,459020,358,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
흥부: 글로 세상을 바꾼 자,조근현,"(주)영화사 궁,(주)발렌타인필름",롯데엔터테인먼트,2018-02-14,한국,627,416303,History,12_rating,6.88,4.57,1,정우,김주혁,정진영,정해인,2963449,7759473,7817446,14245998,3317038,1340,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
무뢰한,오승욱,(주)사나이픽처스,CGV아트하우스,2015-05-27,한국,482,414626,Romance,20_rating,7.3,7.21,0,전도연,김남길,박성웅,곽도원,414626,1854625,8646758,9699092,11372451,729,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
좋은 친구들,이도윤,"오퍼스픽쳐스(유),굿초이스컷픽쳐스(주)",씨제이이앤엠,2014-07-10,한국,371,404456,Crime,20_rating,7.46,6.29,0,지성,주지훈,이광수,이휘향,404456,2087474,14410754,4598583,404456,1281,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
사랑이 무서워,정우철,"(주)위픽쳐스,(주)디씨지플러스",롯데엔터테인먼트,2011-03-10,한국,290,397923,Comedy,15_rating,6.99,3.75,0,임창정,김규리,김태훈,안석환,397923,1646142,714102,397923,397923,1340,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
내 심장을 쏴라,문제용,(주)주피터필름,리틀빅픽쳐스,2015-01-28,한국,452,387409,Drama,15_rating,7.99,4.55,0,이민기,여진구,유오성,김정태,387409,3125069,2391963,2971475,3893216,559,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
나의 독재자,이해준,반짝반짝영화사(주),롯데엔터테인먼트,2014-10-30,한국,654,385934,Drama,15_rating,7.37,6.63,0,설경구,박해일,윤제문,이병준,8252669,5496547,7466976,1737253,1726202,1340,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
보통사람,김봉한,"(주)트리니티엔터테인먼트,(주)영화사장춘",오퍼스픽쳐스,2017-03-23,한국,621,383336,Drama,15_rating,8.49,5.86,0,손현주,장혁,김상호,조달환,383336,6953800,3119023,2524086,383336,654,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
소수의견,김성제,(주)하리마오픽쳐스,시네마서비스,2015-06-24,한국,398,383332,Drama,15_rating,8.71,7.18,0,윤계상,유해진,김옥빈,이경영,383332,6851297,13395400,1206917,8646758,332,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
대장 김창수,이원태,"(주)비에이엔터테인먼트,(주)무비스퀘어",키다리이엔티,2017-10-19,한국,748,380581,Drama,12_rating,8.45,4.67,0,조진웅,송승헌,정만식,정진영,3364079,17613682,1441964,3450143,14245998,678,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
경성학교: 사라진 소녀들,이해영,"청년필름(주),비밀의화원",롯데엔터테인먼트,2015-06-18,한국,489,356342,Mystery,15_rating,6.44,6.75,0,박보영,엄지원,박소담,공예지,5063620,6654837,7150541,5440945,356342,1340,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
석조저택 살인사건,정식,주식회사 영화사다,키다리이엔티,2017-05-09,한국,539,351830,Thriller,15_rating,8.2,4.67,0,고수,김주혁,문성근,박성웅,351830,3829891,7817446,1387599,9699092,678,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
커플즈,정용기,"시오필름(주),(주)바른손이앤에이",싸이더스,2011-11-02,한국,387,351779,Romance,15_rating,7.94,5.08,0,김주혁,이시영,이윤지,오정세,1160021,7817446,2595625,351779,2512572,299,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
싱글라이더,이주영,(주)퍼펙트스톰필름,워너브러더스 코리아,2017-02-22,한국,576,351276,Drama,15_rating,8,5.9,0,이병헌,공효진,안소희,잭 캠벨,351276,12319542,2917213,351276,351276,1104,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
7호실,이용승,(주)명필름,롯데엔터테인먼트,2017-11-15,한국,629,347790,Comedy,15_rating,7.11,6.43,0,신하균,디오,김동영,김종수,347790,2945137,2982022,347790,2571491,1340,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
치외법권,신동엽,"(주)유니프로,(주)스톰픽쳐스코리아",판씨네마,2015-08-27,한국,446,346483,Action,15_rating,7.21,4.83,0,임창정,최다니엘,임은경,장광,346483,1646142,2192243,346483,632299,536,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
하이힐,장진,(주)장차앤코,롯데엔터테인먼트,2014-06-03,한국,385,339844,Crime,20_rating,7.75,6.15,1,차승원,오정세,이솜,송영창,970373,1176076,2512572,1441813,2860786,1340,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
음치 클리닉,김진영,(주)전망좋은 영화사,롯데엔터테인먼트,2012-11-29,한국,360,338168,Romance,12_rating,6.91,5.08,0,박하선,윤상현,임정은,최진혁,2595625,5636259,1625037,338168,338168,1340,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
허스토리,민규동,(주)수필름,넥스트엔터테인먼트월드(NEW),2018-06-27,한국,696,336822,Drama,12_rating,9.54,6.67,0,김희애,김해숙,예수정,문숙,4598583,1707487,2663170,531214,3417629,1058,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
미나문방구,정익환,(주)별의별,롯데엔터테인먼트,2013-05-16,한국,385,334323,Drama,all_rating,7.06,4.96,1,최강희,봉태규,주진모,정규수,334323,334323,334323,2971475,474137,1340,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
무서운 이야기,정범식,"(주)수필름,데이지엔터테인먼트",롯데엔터테인먼트,2012-07-25,한국,274,331760,Horror,20_rating,10,6.38,0,김지영,정은채,남보라,배수빈,2675559,632299,331760,975462,2963449,1340,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
사랑하기 때문에,주지홍,(주)에이디사공육,넥스트엔터테인먼트월드(NEW),2017-01-04,한국,542,324420,Comedy,12_rating,8.38,6,0,차태현,김유정,서현진,임주환,324420,14410754,1613392,324420,324420,1058,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
희생부활자,곽경택,"(주)영화사 신세계,(주)바른손이앤에이",쇼박스,2017-10-12,한국,781,323628,Mystery,15_rating,6.62,5.17,0,김래원,김해숙,성동일,전혜진,2971475,2931897,2663170,8656397,8252669,1500,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
극적인 하룻밤,하기호,"(주)연우무대,(주)인사이드픽쳐스",CGV아트하우스,2015-12-03,한국,434,320923,Romance,20_rating,7.49,5.08,0,윤계상,한예리,박병은,박효주,320923,6851297,1857392,433825,320923,729,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
도리화가,이종필,"(주)영화사 담담,(주)어바웃필름",씨제이이앤엠,2015-11-25,한국,563,317505,History,12_rating,7.28,5.44,0,류승룡,수지,송새벽,이동휘,963634,17613682,4110645,2595625,16264944,1281,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
세상에서 가장 아름다운 이별,민규동,(주)수필름,넥스트엔터테인먼트월드(NEW),2011-04-20,한국,340,316788,Drama,15_rating,9.28,6.32,0,배종옥,김갑수,김지영,유준상,4598583,865523,4451336,632299,2841788,1058,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
레드카펫,박범수,"씨네주(유),(주)누리픽쳐스",프레인글로벌,2014-10-23,한국,385,316780,Romance,15_rating,8.42,5.67,0,윤계상,고준희,오정세,조달환,316780,6851297,316780,2512572,383336,442,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
마이 블랙 미니드레스,허인무,(주)토리픽쳐스,씨제이이앤엠,2011-03-24,한국,325,313953,Drama,15_rating,6.85,4.38,0,윤은혜,박한별,차예련,유인나,436257,313953,425972,313953,313953,1281,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
위대한 소원,남대중,주식회사 브레인샤워,넥스트엔터테인먼트월드(NEW),2016-04-21,한국,524,308180,Comedy,15_rating,8.2,5,0,류덕환,김동영,안재홍,전노민,308180,308180,347790,2512572,308180,1058,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
덕구,방수인,"(주)영화사두둥,(주)곰픽쳐스",메가박스중앙플러스엠,2018-04-05,한국,544,306126,Drama,all_rating,9.3,5.5,0,이순재,정지훈,장광,성병숙,306126,306126,306126,632299,306126,1049,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
위험한 관계,허진호,,씨제이이앤엠,2012-10-11,한국,334,298086,Romance,20_rating,8,6.38,0,장동건,장쯔이,장백지,두효,5593551,2142622,298086,298086,298086,1281,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
미성년,김윤석,"(주)영화사레드피터,(주)화이브라더스코리아",쇼박스,2019-04-11,한국,673,293258,Drama,15_rating,8.64,7.15,0,염정아,김소진,김혜준,박세진,293258,5294119,1864076,1804112,293258,1500,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
배심원들,홍승완,반짝반짝영화사(주),CGV아트하우스,2019-05-15,한국,784,288113,Drama,12_rating,9.31,6.67,0,문소리,박형식,백수장,김미경,288113,3423920,288113,288113,3679019,729,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
혼숨,이두환,(주)무비스퀘어,프레인글로벌,2016-10-26,한국,498,288016,Horror,15_rating,6.25,4.33,0,류덕환,조복래,이수빈,홍예은,288016,308180,1545442,987420,288016,442,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
기방도령,남대중,"주식회사 브레인샤워,(주)제이와이피픽쳐스",판씨네마,2019-07-10,한국,625,286806,Comedy,15_rating,7.1,4.4,0,준호,정소민,최귀화,예지원,308180,3044134,3044134,6851297,286806,536,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
네버엔딩 스토리,정용주,아일랜드픽처스(주),화앤담이엔티,2012-01-18,한국,269,283449,Comedy,15_rating,7.42,4.5,1,엄태웅,정려원,유선,박기웅,283449,4110645,693101,1888100,6953800,214,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
가비,장윤현,(주)오션필름,시네마서비스,2012-03-15,한국,339,270602,Drama,15_rating,6.85,5.13,0,주진모,김소연,박희순,유선,270602,2971475,270602,4131248,1888100,332,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
롤러코스터,하정우,(주)판타지오픽쳐스,씨제이이앤엠,2013-10-17,한국,374,270148,Comedy,15_rating,6.45,6.47,0,정경호,한성천,김재화,최규환,955175,270148,270148,270148,270148,1281,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
악질경찰,이정범,"청년필름(주),다이스필름(주)",워너브러더스 코리아,2019-03-20,한국,833,262233,Crime,20_rating,7.13,4.29,0,이선균,전소니,박해준,송영창,599050,10313087,262233,2625686,2860786,1104,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
함정,권형진,(주)데이드림,인벤트스톤,2015-09-10,한국,445,257716,Thriller,20_rating,6.59,3,0,마동석,조한선,김민경,지안,257716,12253247,257716,257716,257716,393,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
기묘한 가족,이민재,씨네주 유한회사,메가박스중앙플러스엠,2019-02-13,한국,625,256202,Comedy,12_rating,7.46,5.71,0,정재영,김남길,엄지원,이수경,256202,3849433,8646758,7150541,256202,1049,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
밤의 여왕,김제영,"(주)영화사아이비젼,(유)밤의여왕문화산업전문회사",인벤트스톤,2013-10-17,한국,333,252475,Romance,15_rating,6.88,4.56,0,김민정,천정명,김기방,이미도,252475,1160021,771699,252475,252475,393,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
비밀은 없다,이경미,"(주)영화사거미,필름트레인",씨제이이앤엠,2016-06-23,한국,502,250650,Thriller,20_rating,7,6.96,0,손예진,김주혁,김소희,최유화,250650,8646758,7817446,250650,2227671,1281,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
